ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,NSEGM,ID_PROD,UA,RESFIN,REGION,ESTRATO,FACTOR_PRODUCTOR,CODIGO,P142_1,P142_2,P142_3,P901,P902,P903_1,P903_2,P903_3,P903_4,P903_5,P903_6,P903_7,P903_8,P903_9,P903_10,P903_11,P904_1,P904_2,P904_3,P904_4,P904_5,P904_6,P904_7,P904_8,P904_9,P904A,P905,P906,P907,P908_1,P908_2,P908_3,P908_4,P908_5,P908_6,P908_7,P908_8,OMICAP900
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07801,05,05,1,3,210392004,50.0787620544434,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07803,01,01,1,3,210394004,.14608533680439,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,1,0,0,0, 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07804,01,01,1,3,210394002,186.557373046875,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07805,01,01,1,3,210383003,73.7305679321289,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07805,02,02,1,3,210383003,76.7499923706055,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07806,01,01,1,3,210383002,268.9697265625,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07807,01,01,1,3,210382003,332.525390625,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,09,SAN GABAN,07809,01,01,1,3,210384003,6.36299324035645,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,09,SAN GABAN,07810,01,01,1,3,210382002,202.140960693359,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,09,SAN GABAN,07812,01,01,1,3,210374002,4.5184440612793,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,08,OLLACHEA,07813,01,01,1,3,210372003,.0407950393855572,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,08,OLLACHEA,07813,02,02,1,3,210372003,.153532564640045,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,08,OLLACHEA,07813,03,03,1,3,210372003,7.05941534042358,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,08,OLLACHEA,07814,01,01,1,3,210372002,4.59248065948486,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07817,01,01,1,2,210334006,1.538813829422,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07817,02,02,1,2,210334006,1.0303738117218,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07817,03,03,1,2,210334006,.198634549975395,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07818,01,01,1,2,210334005,23.6799240112305,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07819,01,01,1,2,210352003,1.6114501953125,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07819,02,02,1,2,210352003,.371228873729706,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0, ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07820,01,01,1,2,210332003,6.97221326828003,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07820,02,02,1,2,210332003,72.752555847168,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07820,03,03,1,2,210332003,15.9183568954468,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07820,04,04,1,2,210332003,6.75837898254395,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07820,05,05,1,2,210332003,24.9998798370361,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07820,06,06,1,2,210332003,1.88205099105835,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07820,07,07,1,2,210332003,80.971076965332,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07820,08,08,1,2,210332003,8.11331653594971,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07820,09,09,1,2,210332003,2.74298000335693,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07821,01,01,1,2,210333003,2.6312198638916,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07822,01,01,1,2,210343003,40.2349967956543,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,08,OLLACHEA,07823,01,01,1,2,210332002,7.14979887008667,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,08,OLLACHEA,07823,02,02,1,2,210332002,67.9450225830078,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,08,OLLACHEA,07823,03,03,1,2,210332002,39.9125061035156,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,08,OLLACHEA,07823,04,04,1,2,210332002,21.2696113586426,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07824,01,01,1,2,210342003,67.9654006958008,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07824,02,02,1,2,210342003,17.4071769714355,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07824,03,03,1,2,210342003,75.5916061401367,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07824,04,04,1,2,210342003,3.36158394813538,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07825,01,01,1,2,210333002,12.2499313354492,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07826,01,01,1,2,210354002,49.4631996154785,1,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07827,01,01,1,2,210343002,22.3214454650879,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07828,01,01,1,2,210344006,19.4990463256836,1,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07828,02,02,1,2,210344006,18.6005897521973,1,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,05,CORANI,07829,01,01,1,2,210364005,2.79944777488708,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,05,CORANI,07829,02,02,1,2,210364005,20.7060375213623,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,05,CORANI,07829,03,03,1,2,210364005,3.21500015258789,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0, ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07830,01,01,1,2,210344002,371.769256591797,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07830,02,02,1,2,210344002,435.963104248047,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07830,03,03,1,2,210344002,1899.04443359375,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07831,01,01,1,2,210344003,19.7944793701172,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07831,02,02,1,2,210344003,.735034942626953,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07831,03,03,1,2,210344003,24.0397453308105,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07831,04,04,1,2,210344003,12.3287200927734,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,03,AYAPATA,07831,05,05,1,2,210344003,51.6412086486816,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,05,CORANI,07832,01,01,1,2,210364006,9.02333831787109,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,05,CORANI,07832,02,02,1,2,210364006,1.32174670696259,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,05,CORANI,07832,03,03,1,2,210364006,6.96565437316895,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,05,CORANI,07832,04,04,1,2,210364006,1.90279459953308,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,05,CORANI,07832,05,05,1,2,210364006,.116502016782761,1,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07834,01,01,1,2,210353003,4.32037305831909,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,04,COASA,07837,01,01,1,2,210334003,96.0461273193359,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,05,CORANI,07838,01,01,1,2,210364004,17.1005954742432,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07840,01,01,1,2,210344004,81.1090087890625,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07840,02,02,1,2,210344004,123.515251159668,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07840,03,03,1,2,210344004,267.222839355469,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07840,04,04,1,2,210344004,10.873797416687,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07840,05,05,1,2,210344004,290.568695068359,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,07,ITUATA,07840,06,06,1,2,210344004,181.861419677734,1,1,0,0,1,2, , , , , , , , , , , , , , , , , , , , ,1,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07841,01,01,1,3,211283002,15.6956148147583,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07841,02,02,1,3,211283002,13.9349803924561,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07841,03,03,1,3,211283002,14.9542236328125,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,04,COASA,07842,01,01,1,2,210342002,12.8500919342041,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,04,COASA,07842,02,02,1,2,210342002,41.0805473327637,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,04,COASA,07842,03,03,1,2,210342002,37.7779808044434,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,04,COASA,07842,04,04,1,2,210342002,6.74741840362549,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,01,MACUSANI,07843,01,01,1,2,210364002,9.56991004943848,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,09,ALTO INAMBARI,07844,01,01,1,3,211273003,110.703086853027,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,09,ALTO INAMBARI,07845,01,01,1,3,211274002,561.862976074219,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,12,SANDIA,09,ALTO INAMBARI,07845,02,02,1,3,211274002,225.125366210938,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,1,1,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,09,ALTO INAMBARI,07845,03,03,1,3,211274002,397.474182128906,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,01,MACUSANI,07846,01,01,1,2,210352002,163.127044677734,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,01,MACUSANI,07846,02,02,1,2,210352002,559.310424804688,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,01,MACUSANI,07846,03,03,1,2,210352002,125.830154418945,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07848,01,01,1,3,211282002,93.2566452026367,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07848,02,02,1,3,211282002,131.256317138672,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07850,01,01,1,3,211284002,703.86376953125,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07851,01,01,1,3,211282003,3.48123073577881,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07851,02,02,1,3,211282003,52.8890762329102,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07851,03,03,1,3,211282003,12.6902418136597,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07851,04,04,1,3,211282003,44.3701858520508,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07851,05,05,1,3,211282003,27.6810646057129,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07851,06,06,1,3,211282003,17.2832469940186,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07852,01,01,1,3,211283003,5.81005191802979,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07852,02,02,1,3,211283003,12.4599046707153,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2023,21,PUNO,03,CARABAYA,01,MACUSANI,07853,01,01,1,2,210354004,171.049087524414,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,01,MACUSANI,07853,02,02,1,2,210354004,.667515158653259,1,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,01,MACUSANI,07855,01,01,1,2,210354003,16.3818531036377,1,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,09,ALTO INAMBARI,07856,01,01,1,3,211272002,477.024719238281,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,09,ALTO INAMBARI,07856,02,02,1,3,211272002,387.997131347656,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07857,01,01,1,3,211272003,17.0637969970703,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07857,02,02,1,3,211272003,307.669799804688,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07857,03,03,1,3,211272003,736.225952148438,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07857,04,04,1,3,211272003,1424.72607421875,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07858,01,01,1,3,211273004,25.9105739593506,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07858,02,02,1,3,211273004,46.3517761230469,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07858,04,04,1,3,211273004,15.5912055969238,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07858,05,05,1,3,211273004,8.85200595855713,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,07858,06,06,1,3,211273004,15.7823305130005,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,08,MELGAR,06,NUÑOA,07860,01,01,1,2,210864004,7.94532537460327,1,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,08,MELGAR,06,NUÑOA,07861,01,01,1,2,210864006,.827095627784729,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,08,MELGAR,06,NUÑOA,07861,02,02,1,2,210864006,.888408184051514,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,08,MELGAR,06,NUÑOA,07861,03,03,1,2,210864006,.441891580820084,1,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,10,USICAYOS,07862,01,01,1,2,210353002,3.70355296134949,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,10,USICAYOS,07862,02,02,1,2,210353002,.855468928813934,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,10,USICAYOS,07862,03,03,1,2,210353002,4.06815004348755,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2023,21,PUNO,03,CARABAYA,10,USICAYOS,07862,04,04,1,2,210353002,13.6061811447144,1,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
